"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
"SLC7A5.1",0,3.88318492878475,0.564,0.003,0,"Brain","SLC7A5","Up","SLC7A5"
"SEMA5A.1",0,3.62969580516756,0.426,0.02,0,"Brain","SEMA5A","Up","SEMA5A"
"ABCB1.1",0,3.55977330101041,0.45,0.008,0,"Brain","ABCB1","Up","ABCB1"
"ITIH5.1",0,3.50902384034206,0.426,0.006,0,"Brain","ITIH5","Up","ITIH5"
"ATP1A2",0,3.40793246575145,0.361,0.001,0,"Brain","ATP1A2","Up","ATP1A2"
"SLC7A1.1",0,3.39166402693124,0.545,0.019,0,"Brain","SLC7A1","Up","SLC7A1"
"ITM2A.1",0,3.37502335168798,0.674,0.075,0,"Brain","ITM2A","Up","ITM2A"
"TFRC.1",0,3.24925389474681,0.473,0.012,0,"Brain","TFRC","Up","TFRC"
"SLC38A5",0,3.11751259867549,0.412,0.001,0,"Brain","SLC38A5","Up","SLC38A5"
"SLC39A10.1",0,3.08989987899138,0.553,0.048,0,"Brain","SLC39A10","Up","SLC39A10"
"PTN.1",0,3.06922401621022,0.41,0.013,0,"Brain","PTN","Up","PTN"
"CDH2.1",0,3.03520119984301,0.442,0.012,0,"Brain","CDH2","Up","CDH2"
"NOTCH3",0,2.96255316816486,0.355,0.017,0,"Brain","NOTCH3","Up","NOTCH3"
"MFSD2A",0,2.93035566876542,0.393,0.001,0,"Brain","MFSD2A","Up","MFSD2A"
"ABCC9",0,2.8510917842668,0.311,0.005,0,"Brain","ABCC9","Up","ABCC9"
"PDGFRB",0,2.85047174027317,0.322,0.012,0,"Brain","PDGFRB","Up","PDGFRB"
"LEF1.1",0,2.80019978484228,0.415,0.017,0,"Brain","LEF1","Up","LEF1"
"CDH6",0,2.70783903746642,0.352,0.003,0,"Brain","CDH6","Up","CDH6"
"SLC2A1.1",0,2.70229257227329,0.485,0.03,0,"Brain","SLC2A1","Up","SLC2A1"
"CTD-3179P9.1",0,2.62370775060465,0.277,0.018,0,"Brain","CTD-3179P9.1","Up","CTD-3179P9.1"
"EDNRA",0,2.58674316849631,0.278,0.009,0,"Brain","EDNRA","Up","EDNRA"
"CCDC3",0,2.55462303728057,0.33,0.018,0,"Brain","CCDC3","Up","CCDC3"
"NTM",0,2.52470446286493,0.304,0.008,0,"Brain","NTM","Up","NTM"
"RGS5.1",0,2.46051223707038,0.453,0.05,0,"Brain","RGS5","Up","RGS5"
"COBLL1.1",0,2.45783645321373,0.512,0.059,0,"Brain","COBLL1","Up","COBLL1"
"BGN.1",0,2.45688947448034,0.432,0.045,0,"Brain","BGN","Up","BGN"
"SLC3A2.1",0,2.43364360819904,0.42,0.029,0,"Brain","SLC3A2","Up","SLC3A2"
"PLXDC1",0,2.41413328713424,0.256,0.004,0,"Brain","PLXDC1","Up","PLXDC1"
"GPCPD1.1",0,2.38637637456942,0.451,0.055,0,"Brain","GPCPD1","Up","GPCPD1"
"NDUFA4L2",0,2.36498818119253,0.279,0.005,0,"Brain","NDUFA4L2","Up","NDUFA4L2"
"ROBO2.1",0,2.32188435649862,0.319,0.057,0,"Brain","ROBO2","Up","ROBO2"
"APCDD1.1",0,2.31942681520902,0.488,0.046,0,"Brain","APCDD1","Up","APCDD1"
"PCDH18",0,2.28134524532487,0.228,0.008,0,"Brain","PCDH18","Up","PCDH18"
"GUCY1A2.1",0,2.26003290031895,0.357,0.03,0,"Brain","GUCY1A2","Up","GUCY1A2"
"SLCO1A2",0,2.24738924858562,0.226,0.001,0,"Brain","SLCO1A2","Up","SLCO1A2"
"SLCO2B1.1",0,2.20092155543683,0.369,0.022,0,"Brain","SLCO2B1","Up","SLCO2B1"
"SLC7A11",0,2.18238198154945,0.242,0.001,0,"Brain","SLC7A11","Up","SLC7A11"
"NKAIN3",0,2.13251478030748,0.235,0.009,0,"Brain","NKAIN3","Up","NKAIN3"
"MIR4435-1HG",0,2.10438750221562,0.295,0.033,0,"Brain","MIR4435-1HG","Up","MIR4435-1HG"
"SLC38A3",0,2.10244179869936,0.261,0.002,0,"Brain","SLC38A3","Up","SLC38A3"
"PAG1",0,2.09826204268002,0.238,0.015,0,"Brain","PAG1","Up","PAG1"
"FN1.1",0,2.09240093229118,0.784,0.254,0,"Brain","FN1","Up","FN1"
"IGFBP7.1",0,2.09212710725316,0.866,0.302,0,"Brain","IGFBP7","Up","IGFBP7"
"SLC16A1.1",0,2.06598198652954,0.338,0.033,0,"Brain","SLC16A1","Up","SLC16A1"
"ZIC1",0,2.06395029883115,0.22,0.001,0,"Brain","ZIC1","Up","ZIC1"
"SLC1A4",0,2.0464232067695,0.284,0.011,0,"Brain","SLC1A4","Up","SLC1A4"
"BSG.1",0,2.04197636770176,0.587,0.129,0,"Brain","BSG","Up","BSG"
"RTN1",0,2.00664794773283,0.274,0.009,0,"Brain","RTN1","Up","RTN1"
"NHS",0,1.9902929350827,0.245,0.011,0,"Brain","NHS","Up","NHS"
"GRM3",0,1.95396800013466,0.176,0.003,0,"Brain","GRM3","Up","GRM3"
"CTD-2547E10.2",0,1.94350968756834,0.249,0.013,0,"Brain","CTD-2547E10.2","Up","CTD-2547E10.2"
"RP11-649A16.1",0,1.92974290866881,0.17,0.002,0,"Brain","RP11-649A16.1","Up","RP11-649A16.1"
"SLC38A11",0,1.92800946504384,0.148,0,0,"Brain","SLC38A11","Up","SLC38A11"
"PDXK",0,1.9186841213298,0.28,0.017,0,"Brain","PDXK","Up","PDXK"
"CLDN5.1",0,1.8932714491888,0.643,0.167,0,"Brain","CLDN5","Up","CLDN5"
"PRELP",0,1.88252880786312,0.176,0.001,0,"Brain","PRELP","Up","PRELP"
"MAP1B.1",0,1.8796024199712,0.466,0.105,0,"Brain","MAP1B","Up","MAP1B"
"CSPG4",0,1.87942928089883,0.191,0.008,0,"Brain","CSPG4","Up","CSPG4"
"MYO1B.1",0,1.87737998476358,0.526,0.109,0,"Brain","MYO1B","Up","MYO1B"
"ITGA1.1",0,1.8711975198321,0.502,0.107,0,"Brain","ITGA1","Up","ITGA1"
"PPM1H.1",0,1.87118174170811,0.325,0.034,0,"Brain","PPM1H","Up","PPM1H"
"GPM6B",0,1.86508479114687,0.215,0.009,0,"Brain","GPM6B","Up","GPM6B"
"SLC6A1",0,1.85776356357332,0.181,0.003,0,"Brain","SLC6A1","Up","SLC6A1"
"FOXQ1",0,1.85066314775034,0.212,0,0,"Brain","FOXQ1","Up","FOXQ1"
"CPE",0,1.82513166980244,0.281,0.031,0,"Brain","CPE","Up","CPE"
"UNC5B.1",0,1.80506870653898,0.419,0.073,0,"Brain","UNC5B","Up","UNC5B"
"LAMA2",0,1.79661205636774,0.242,0.02,0,"Brain","LAMA2","Up","LAMA2"
"RBFOX1",0,1.76253613267634,0.207,0.027,0,"Brain","RBFOX1","Up","RBFOX1"
"PTPRD.1",0,1.75527819485151,0.307,0.053,0,"Brain","PTPRD","Up","PTPRD"
"ATP10A",0,1.74962820721291,0.182,0.002,0,"Brain","ATP10A","Up","ATP10A"
"S1PR3",0,1.7481708215376,0.168,0.006,0,"Brain","S1PR3","Up","S1PR3"
"RELL1",0,1.74559953550695,0.287,0.025,0,"Brain","RELL1","Up","RELL1"
"CD248",0,1.7314489033968,0.175,0.008,0,"Brain","CD248","Up","CD248"
"LRP8",0,1.73119258482595,0.218,0.006,0,"Brain","LRP8","Up","LRP8"
"PDE8B",0,1.72722155665551,0.165,0.004,0,"Brain","PDE8B","Up","PDE8B"
"PPARD",0,1.72225595355366,0.287,0.027,0,"Brain","PPARD","Up","PPARD"
"ABCG2",0,1.70990350824109,0.311,0.035,0,"Brain","ABCG2","Up","ABCG2"
"TTYH2",0,1.67463674139672,0.217,0.01,0,"Brain","TTYH2","Up","TTYH2"
"GJC1",0,1.67185273515234,0.256,0.041,0,"Brain","GJC1","Up","GJC1"
"GPC5",0,1.66590317520187,0.165,0.025,0,"Brain","GPC5","Up","GPC5"
"FOXF2",0,1.66275103416693,0.186,0.002,0,"Brain","FOXF2","Up","FOXF2"
"CCDC141",0,1.65948787094618,0.216,0.013,0,"Brain","CCDC141","Up","CCDC141"
"PTPRK.1",0,1.6514676914525,0.465,0.112,0,"Brain","PTPRK","Up","PTPRK"
"NKD1",0,1.61836571374923,0.175,0.002,0,"Brain","NKD1","Up","NKD1"
"DLC1.1",0,1.61775146203437,0.554,0.224,0,"Brain","DLC1","Up","DLC1"
"MMP28",0,1.57261408609764,0.256,0.022,0,"Brain","MMP28","Up","MMP28"
"CALD1.1",0,1.54625790557628,0.547,0.169,0,"Brain","CALD1","Up","CALD1"
"ZIC2",0,1.5438978001563,0.168,0.001,0,"Brain","ZIC2","Up","ZIC2"
"COL9A1",0,1.53822131062946,0.13,0.001,0,"Brain","COL9A1","Up","COL9A1"
"ABLIM1.1",0,1.53094041498887,0.526,0.14,0,"Brain","ABLIM1","Up","ABLIM1"
"ABLIM3",0,1.52354515757841,0.261,0.029,0,"Brain","ABLIM3","Up","ABLIM3"
"LRRC55",0,1.51968579291439,0.179,0.005,0,"Brain","LRRC55","Up","LRRC55"
"STMN2",0,1.51940148607522,0.162,0.004,0,"Brain","STMN2","Up","STMN2"
"CYTH3.1",0,1.5136478173627,0.31,0.055,0,"Brain","CYTH3","Up","CYTH3"
"MYO10.1",0,1.50779244096912,0.509,0.147,0,"Brain","MYO10","Up","MYO10"
"PLCE1",0,1.49693624111742,0.18,0.02,0,"Brain","PLCE1","Up","PLCE1"
"SLC35F1",0,1.49609136284228,0.142,0.01,0,"Brain","SLC35F1","Up","SLC35F1"
"PRSS12",0,1.49364706386512,0.158,0.002,0,"Brain","PRSS12","Up","PRSS12"
"KCNJ8",0,1.48439025823167,0.127,0.002,0,"Brain","KCNJ8","Up","KCNJ8"
"ECM1",0,1.48332175381878,0.215,0.014,0,"Brain","ECM1","Up","ECM1"
"ANGPT2",0,1.45130721819013,0.174,0.017,0,"Brain","ANGPT2","Up","ANGPT2"
"LAMC3",0,1.45038109731621,0.15,0.007,0,"Brain","LAMC3","Up","LAMC3"
"NREP.1",0,1.44902999449172,0.448,0.103,0,"Brain","NREP","Up","NREP"
"LRRC36",0,1.43905509232634,0.178,0.008,0,"Brain","LRRC36","Up","LRRC36"
"SPOCK2",0,1.43753602295018,0.164,0.01,0,"Brain","SPOCK2","Up","SPOCK2"
"ROR1",0,1.42944781934252,0.22,0.027,0,"Brain","ROR1","Up","ROR1"
"RNF220.1",0,1.41248476090407,0.277,0.048,0,"Brain","RNF220","Up","RNF220"
"CGNL1.1",0,1.40934591113221,0.365,0.06,0,"Brain","CGNL1","Up","CGNL1"
"CD82",0,1.40854399795091,0.226,0.021,0,"Brain","CD82","Up","CD82"
"RP11-345J4.8",0,1.4047629178274,0.148,0.005,0,"Brain","RP11-345J4.8","Up","RP11-345J4.8"
"PRKG1.1",0,1.39476685191149,0.295,0.149,0,"Brain","PRKG1","Up","PRKG1"
"MAP2",0,1.39247975168329,0.207,0.023,0,"Brain","MAP2","Up","MAP2"
"RUNDC3B",0,1.39181662948853,0.174,0.009,0,"Brain","RUNDC3B","Up","RUNDC3B"
"DCN",0,1.38627575844055,0.216,0.035,0,"Brain","DCN","Up","DCN"
"FRZB",0,1.36897983610173,0.13,0.005,0,"Brain","FRZB","Up","FRZB"
"PMEPA1.1",0,1.36632747503216,0.267,0.041,0,"Brain","PMEPA1","Up","PMEPA1"
"SLC39A8",0,1.35975839681255,0.165,0.008,0,"Brain","SLC39A8","Up","SLC39A8"
"MGLL",0,1.35804427754564,0.263,0.045,0,"Brain","MGLL","Up","MGLL"
"SOX11",0,1.35679558125144,0.249,0.039,0,"Brain","SOX11","Up","SOX11"
"CSRP2",0,1.34416900261244,0.143,0.009,0,"Brain","CSRP2","Up","CSRP2"
"FAM189A1",0,1.33954825090879,0.209,0.024,0,"Brain","FAM189A1","Up","FAM189A1"
"FLVCR2",0,1.33951562851976,0.162,0.008,0,"Brain","FLVCR2","Up","FLVCR2"
"TTN.1",0,1.33905656569342,0.372,0.071,0,"Brain","TTN","Up","TTN"
"MAPK10",0,1.33601982118521,0.13,0.009,0,"Brain","MAPK10","Up","MAPK10"
"EPS8",0,1.32807288074476,0.181,0.026,0,"Brain","EPS8","Up","EPS8"
"NRXN1",0,1.32402147523449,0.176,0.023,0,"Brain","NRXN1","Up","NRXN1"
"TSPAN5.1",0,1.32002088440461,0.414,0.097,0,"Brain","TSPAN5","Up","TSPAN5"
"SAMD12.1",0,1.31725469481769,0.284,0.051,0,"Brain","SAMD12","Up","SAMD12"
"SORT1",0,1.31144470136073,0.217,0.024,0,"Brain","SORT1","Up","SORT1"
"SPECC1",0,1.30781647228106,0.168,0.022,0,"Brain","SPECC1","Up","SPECC1"
"BBS9.1",0,1.30745057986849,0.294,0.063,0,"Brain","BBS9","Up","BBS9"
"NNAT",0,1.30587970070044,0.176,0.014,0,"Brain","NNAT","Up","NNAT"
"SLC7A8",0,1.30486207172171,0.185,0.014,0,"Brain","SLC7A8","Up","SLC7A8"
"MMP25",0,1.30362388055168,0.138,0.003,0,"Brain","MMP25","Up","MMP25"
"APLN",0,1.30163754348118,0.155,0.015,0,"Brain","APLN","Up","APLN"
"RP11-554D15.1",0,1.29836115716071,0.18,0.029,0,"Brain","RP11-554D15.1","Up","RP11-554D15.1"
"KLHL29",0,1.29663667664306,0.148,0.007,0,"Brain","KLHL29","Up","KLHL29"
"TRPC6",0,1.28360023114286,0.136,0.017,0,"Brain","TRPC6","Up","TRPC6"
"NEBL",0,1.28019875479695,0.145,0.012,0,"Brain","NEBL","Up","NEBL"
"C10orf118",0,1.28005463752023,0.254,0.039,0,"Brain","C10orf118","Up","C10orf118"
"OLFML3",0,1.26395893683386,0.158,0.018,0,"Brain","OLFML3","Up","OLFML3"
"SLC12A7",0,1.25911512554877,0.128,0.01,0,"Brain","SLC12A7","Up","SLC12A7"
"PON2.1",0,1.25819305489044,0.343,0.073,0,"Brain","PON2","Up","PON2"
"SEPT11.1",0,1.25218834158988,0.364,0.096,0,"Brain","SEPT11","Up","SEPT11"
"FOXC1.1",0,1.24648446514285,0.318,0.053,0,"Brain","FOXC1","Up","FOXC1"
"DPEP1",0,1.24260337425305,0.134,0.004,0,"Brain","DPEP1","Up","DPEP1"
"SLC38A2.1",0,1.23654429417846,0.37,0.086,0,"Brain","SLC38A2","Up","SLC38A2"
"ABCA1",0,1.23453534546383,0.231,0.035,0,"Brain","ABCA1","Up","ABCA1"
"MLEC",0,1.22906591046537,0.259,0.042,0,"Brain","MLEC","Up","MLEC"
"PDE5A",0,1.22582413783433,0.138,0.012,0,"Brain","PDE5A","Up","PDE5A"
"SDC3",0,1.225222815949,0.256,0.043,0,"Brain","SDC3","Up","SDC3"
"PDZD2.1",0,1.21632809077865,0.359,0.106,0,"Brain","PDZD2","Up","PDZD2"
"FAM213A.1",0,1.21322377993083,0.352,0.079,0,"Brain","FAM213A","Up","FAM213A"
"NAMPT",0,1.21131294838331,0.211,0.03,0,"Brain","NAMPT","Up","NAMPT"
"PTEN.1",0,1.21012563389779,0.318,0.085,0,"Brain","PTEN","Up","PTEN"
"PREX2.1",0,1.19864183100308,0.382,0.118,0,"Brain","PREX2","Up","PREX2"
"SMARCA2.1",0,1.1928844244874,0.35,0.101,0,"Brain","SMARCA2","Up","SMARCA2"
"PIK3R6",0,1.19247301503579,0.155,0.013,0,"Brain","PIK3R6","Up","PIK3R6"
"MPPED2",0,1.18355570640473,0.182,0.02,0,"Brain","MPPED2","Up","MPPED2"
"SLC1A3",0,1.18166594036199,0.104,0.003,0,"Brain","SLC1A3","Up","SLC1A3"
"CPD.1",0,1.18067234130544,0.283,0.055,0,"Brain","CPD","Up","CPD"
"SLC20A2.1",0,1.16986492725624,0.25,0.057,0,"Brain","SLC20A2","Up","SLC20A2"
"PRKCB",0,1.16657059904892,0.193,0.025,0,"Brain","PRKCB","Up","PRKCB"
"SLC30A1",0,1.15846279500271,0.152,0.012,0,"Brain","SLC30A1","Up","SLC30A1"
"SPARC.1",0,1.15827587813232,0.695,0.326,0,"Brain","SPARC","Up","SPARC"
"ESYT2.1",0,1.1581470397375,0.319,0.08,0,"Brain","ESYT2","Up","ESYT2"
"GPD1L",0,1.15007200359338,0.153,0.012,0,"Brain","GPD1L","Up","GPD1L"
"BASP1",0,1.1422645257234,0.151,0.015,0,"Brain","BASP1","Up","BASP1"
"DCX",0,1.12937603003389,0.105,0.003,0,"Brain","DCX","Up","DCX"
"FRY",0,1.12500488940327,0.198,0.027,0,"Brain","FRY","Up","FRY"
"EPB41L1",0,1.12461503648165,0.187,0.029,0,"Brain","EPB41L1","Up","EPB41L1"
"ACVR1",0,1.12418373881804,0.193,0.028,0,"Brain","ACVR1","Up","ACVR1"
"SLC16A2",0,1.12262378178033,0.177,0.02,0,"Brain","SLC16A2","Up","SLC16A2"
"LINGO1",0,1.12189887687696,0.11,0.007,0,"Brain","LINGO1","Up","LINGO1"
"EBF1.1",0,1.11894244265838,0.58,0.241,0,"Brain","EBF1","Up","EBF1"
"STRA6",0,1.11285215197597,0.115,0.005,0,"Brain","STRA6","Up","STRA6"
"GGT5",0,1.10692348996669,0.172,0.025,0,"Brain","GGT5","Up","GGT5"
"USP53",0,1.10412925210842,0.177,0.023,0,"Brain","USP53","Up","USP53"
"IFNAR2.1",0,1.10132206142808,0.263,0.053,0,"Brain","IFNAR2","Up","IFNAR2"
"PTPRG.1",0,1.09953601639925,0.656,0.333,0,"Brain","PTPRG","Up","PTPRG"
"KIF5B.1",0,1.09845044921053,0.322,0.089,0,"Brain","KIF5B","Up","KIF5B"
"EFR3B",0,1.09584544332392,0.145,0.016,0,"Brain","EFR3B","Up","EFR3B"
"ANK2",0,1.09462463886986,0.144,0.016,0,"Brain","ANK2","Up","ANK2"
"CAMK2N1",0,1.09456848876243,0.114,0.006,0,"Brain","CAMK2N1","Up","CAMK2N1"
"SLC16A14",0,1.08842184420833,0.141,0.013,0,"Brain","SLC16A14","Up","SLC16A14"
"PARP8",0,1.08387102101251,0.14,0.01,0,"Brain","PARP8","Up","PARP8"
"LSR",0,1.08378429411412,0.17,0.02,0,"Brain","LSR","Up","LSR"
"RASSF8.1",0,1.07408114752655,0.25,0.054,0,"Brain","RASSF8","Up","RASSF8"
"ACTN4.1",0,1.07201336886958,0.625,0.268,0,"Brain","ACTN4","Up","ACTN4"
"TUBB2B",0,1.07054221764281,0.11,0.008,0,"Brain","TUBB2B","Up","TUBB2B"
"MDGA2",0,1.0683844231837,0.107,0.008,0,"Brain","MDGA2","Up","MDGA2"
"NKD2",0,1.06788735599578,0.108,0.003,0,"Brain","NKD2","Up","NKD2"
"PEA15.1",0,1.06704256284093,0.334,0.095,0,"Brain","PEA15","Up","PEA15"
"CDH11.1",0,1.06704059080085,0.496,0.099,0,"Brain","CDH11","Up","CDH11"
"ADAM12",0,1.06227249797537,0.138,0.021,0,"Brain","ADAM12","Up","ADAM12"
"PRKCDBP",0,1.06113060918353,0.18,0.03,0,"Brain","PRKCDBP","Up","PRKCDBP"
"SLC38A1",0,1.05933664683491,0.178,0.021,0,"Brain","SLC38A1","Up","SLC38A1"
"SLC9A3R1",0,1.05480733337712,0.11,0.008,0,"Brain","SLC9A3R1","Up","SLC9A3R1"
"RHOB.1",0,1.05353742992658,0.357,0.105,0,"Brain","RHOB","Up","RHOB"
"ATP1B2",0,1.05239389807045,0.101,0.005,0,"Brain","ATP1B2","Up","ATP1B2"
"SLC26A2",0,1.04982474700735,0.212,0.037,0,"Brain","SLC26A2","Up","SLC26A2"
"DAAM2",0,1.04415647038685,0.114,0.009,0,"Brain","DAAM2","Up","DAAM2"
"HES4",0,1.0406487642404,0.122,0.012,0,"Brain","HES4","Up","HES4"
"KIF5C",0,1.0203683690263,0.11,0.004,0,"Brain","KIF5C","Up","KIF5C"
"CELF2",0,1.01767284398928,0.197,0.034,0,"Brain","CELF2","Up","CELF2"
"LHFP.1",0,1.00648307148943,0.352,0.126,0,"Brain","LHFP","Up","LHFP"
"ITM2C.1",0,1.00511925283848,0.231,0.059,0,"Brain","ITM2C","Up","ITM2C"
"PALMD.1",0,1.00481714914973,0.272,0.059,0,"Brain","PALMD","Up","PALMD"
"CADM2",0,1.0031682623789,0.117,0.013,0,"Brain","CADM2","Up","CADM2"
"IFI6",0,1.00086668331303,0.251,0.055,0,"Brain","IFI6","Up","IFI6"
"CACNA1C.1",0,1.00045781682882,0.209,0.058,0,"Brain","CACNA1C","Up","CACNA1C"
"LMO2.1",0,0.998430729030615,0.254,0.058,0,"Brain","LMO2","Up","LMO2"
"SAMM50",0,0.99642640848461,0.16,0.02,0,"Brain","SAMM50","Up","SAMM50"
"LDLRAD3.1",0,0.992945876795635,0.285,0.074,0,"Brain","LDLRAD3","Up","LDLRAD3"
"PALD1.1",0,0.986078905319643,0.312,0.083,0,"Brain","PALD1","Up","PALD1"
"NCAM1",0,0.983615361119051,0.137,0.02,0,"Brain","NCAM1","Up","NCAM1"
"GRID2",0,0.979527271287461,0.124,0.019,0,"Brain","GRID2","Up","GRID2"
"HES1.1",0,0.97591197443812,0.279,0.081,0,"Brain","HES1","Up","HES1"
"CADM4",0,0.972310873634145,0.124,0.014,0,"Brain","CADM4","Up","CADM4"
"KLF12.1",0,0.971802409438785,0.345,0.108,0,"Brain","KLF12","Up","KLF12"
"USP54",0,0.970091608113983,0.158,0.024,0,"Brain","USP54","Up","USP54"
"SYT1",0,0.961756196353613,0.19,0.042,0,"Brain","SYT1","Up","SYT1"
"AFAP1L2",0,0.961591677109912,0.133,0.017,0,"Brain","AFAP1L2","Up","AFAP1L2"
"LRRTM4",0,0.959601570377737,0.103,0.014,0,"Brain","LRRTM4","Up","LRRTM4"
"DAB1",0,0.959472255459672,0.126,0.02,0,"Brain","DAB1","Up","DAB1"
"CHL1",0,0.958905868910261,0.109,0.005,0,"Brain","CHL1","Up","CHL1"
"ARHGAP42",0,0.958819289085226,0.147,0.039,0,"Brain","ARHGAP42","Up","ARHGAP42"
"LAMC1.1",0,0.946663348170822,0.407,0.138,0,"Brain","LAMC1","Up","LAMC1"
"SESTD1.1",0,0.946218961764588,0.274,0.072,0,"Brain","SESTD1","Up","SESTD1"
"MFGE8",0,0.941176596190751,0.128,0.018,0,"Brain","MFGE8","Up","MFGE8"
"CNTNAP2",0,0.939333575704649,0.133,0.025,0,"Brain","CNTNAP2","Up","CNTNAP2"
"TUBA1A.1",0,0.937988690511036,0.406,0.14,0,"Brain","TUBA1A","Up","TUBA1A"
"CA2",0,0.932092383592776,0.167,0.029,0,"Brain","CA2","Up","CA2"
"ABHD2",0,0.921161384267304,0.211,0.044,0,"Brain","ABHD2","Up","ABHD2"
"LPHN3.1",0,0.917869587824814,0.448,0.138,0,"Brain","LPHN3","Up","LPHN3"
"COL4A1.1",0,0.910147601143535,0.619,0.358,0,"Brain","COL4A1","Up","COL4A1"
"VWA1",0,0.909026108980559,0.221,0.053,0,"Brain","VWA1","Up","VWA1"
"ATP9A",0,0.907122928663092,0.198,0.04,0,"Brain","ATP9A","Up","ATP9A"
"CXXC5",0,0.905202208262672,0.169,0.034,0,"Brain","CXXC5","Up","CXXC5"
"INSR.1",0,0.901033536747635,0.409,0.142,0,"Brain","INSR","Up","INSR"
"NPAS2",0,0.8952507429722,0.19,0.038,0,"Brain","NPAS2","Up","NPAS2"
"COL4A2.1",0,0.884195155970925,0.658,0.414,0,"Brain","COL4A2","Up","COL4A2"
"MOB3B",0,0.883799956860899,0.118,0.015,0,"Brain","MOB3B","Up","MOB3B"
"RCSD1",0,0.882865667289608,0.191,0.039,0,"Brain","RCSD1","Up","RCSD1"
"LRP1",0,0.879752727792816,0.11,0.016,0,"Brain","LRP1","Up","LRP1"
"COL5A2.1",0,0.879188893176555,0.235,0.063,0,"Brain","COL5A2","Up","COL5A2"
"GUCY1A3",0,0.879113972787593,0.12,0.018,0,"Brain","GUCY1A3","Up","GUCY1A3"
"LAMA4.1",0,0.876859963450125,0.506,0.195,0,"Brain","LAMA4","Up","LAMA4"
"ST3GAL1.1",0,0.874180374403285,0.267,0.074,0,"Brain","ST3GAL1","Up","ST3GAL1"
"MSRB3.1",0,0.867127312362256,0.256,0.065,0,"Brain","MSRB3","Up","MSRB3"
"VCL.1",0,0.865900457286164,0.29,0.093,0,"Brain","VCL","Up","VCL"
"PLCB4.1",0,0.863753888231146,0.285,0.082,0,"Brain","PLCB4","Up","PLCB4"
"SORBS2.1",0,0.854145940675952,0.232,0.058,0,"Brain","SORBS2","Up","SORBS2"
"SYT11",0,0.853711861587237,0.133,0.019,0,"Brain","SYT11","Up","SYT11"
"PDGFB",0,0.84349200682573,0.208,0.047,0,"Brain","PDGFB","Up","PDGFB"
"MFHAS1",0,0.837264610561054,0.15,0.024,0,"Brain","MFHAS1","Up","MFHAS1"
"DLG2.1",0,0.835698112386501,0.241,0.075,0,"Brain","DLG2","Up","DLG2"
"CCSER1.1",0,0.834354933985079,0.264,0.076,0,"Brain","CCSER1","Up","CCSER1"
"LURAP1L",0,0.833615319301275,0.103,0.011,0,"Brain","LURAP1L","Up","LURAP1L"
"ANKH",0,0.823174813689603,0.186,0.043,0,"Brain","ANKH","Up","ANKH"
"MTUS1.1",0,0.821770739821599,0.281,0.078,0,"Brain","MTUS1","Up","MTUS1"
"SLC2A3.1",0,0.819707523928439,0.347,0.138,0,"Brain","SLC2A3","Up","SLC2A3"
"KIAA1462.1",0,0.81705200519703,0.35,0.121,0,"Brain","KIAA1462","Up","KIAA1462"
"TLE1",0,0.814210304435082,0.194,0.045,0,"Brain","TLE1","Up","TLE1"
"PROM1",0,0.811825699730834,0.1,0.008,0,"Brain","PROM1","Up","PROM1"
"FAM171B",0,0.810329614733943,0.127,0.019,0,"Brain","FAM171B","Up","FAM171B"
"BCAT1",0,0.809222322564114,0.111,0.021,0,"Brain","BCAT1","Up","BCAT1"
"SLC12A2.1",0,0.808914115766753,0.241,0.084,0,"Brain","SLC12A2","Up","SLC12A2"
"IL17RD",0,0.802205802598144,0.109,0.011,0,"Brain","IL17RD","Up","IL17RD"
"PELO",0,0.79045435813067,0.126,0.018,0,"Brain","PELO","Up","PELO"
"MYOF",0,0.784784910813668,0.112,0.023,0,"Brain","MYOF","Up","MYOF"
"MYO1E.1",0,0.779381137188987,0.271,0.102,0,"Brain","MYO1E","Up","MYO1E"
"ANK3",0,0.779168015336338,0.103,0.017,0,"Brain","ANK3","Up","ANK3"
"SLC40A1",0,0.773580069622703,0.186,0.042,0,"Brain","SLC40A1","Up","SLC40A1"
"RRP1B",0,0.768337023345283,0.131,0.022,0,"Brain","RRP1B","Up","RRP1B"
"TUSC3.1",0,0.767321612075675,0.241,0.069,0,"Brain","TUSC3","Up","TUSC3"
"SH3BP4",0,0.766974255967207,0.142,0.027,0,"Brain","SH3BP4","Up","SH3BP4"
"CD320",0,0.764974530380135,0.176,0.046,0,"Brain","CD320","Up","CD320"
"NOX4",0,0.764784089232522,0.113,0.026,0,"Brain","NOX4","Up","NOX4"
"NRXN3",0,0.764661540977224,0.102,0.023,0,"Brain","NRXN3","Up","NRXN3"
"PINK1",0,0.758454385210159,0.125,0.023,0,"Brain","PINK1","Up","PINK1"
"SLC22A23.1",0,0.75705026927113,0.275,0.078,0,"Brain","SLC22A23","Up","SLC22A23"
"PLOD1",0,0.756335926502273,0.195,0.055,0,"Brain","PLOD1","Up","PLOD1"
"ST8SIA4",0,0.75498822948336,0.197,0.046,0,"Brain","ST8SIA4","Up","ST8SIA4"
"FARP1.1",0,0.75404152154611,0.277,0.101,0,"Brain","FARP1","Up","FARP1"
"JAG1",0,0.752575105517167,0.183,0.04,0,"Brain","JAG1","Up","JAG1"
"DSP",0,0.750492632228081,0.148,0.031,0,"Brain","DSP","Up","DSP"
